"Periodo(MMM DD, AAAA)";"Tasa de Depósitos a Término Fijo (DTF) a 90 días, semanal";"Tasa de Certificado de Depósito a Término (CDT) a 180 días, semanal";"Tasa de Certificado de Depósito a Término (CDT) a 360 días, semanal"
"2024/02/09";11,3;11,34;11,62
"2024/02/16";11,09;11,25;11,68
"2024/02/23";11,12;11,38;12,26
"2024/03/01";11,03;11,12;11,24
"2024/03/08";11,08;11,12;11,52
"2024/03/15";10,88;11,03;10,79
"2024/03/22";10,88;10,9;11,12
"2024/03/29";10,94;10,79;10,53
"2024/04/05";10,6;10,75;10,81
"2024/04/12";10,66;10,66;10,4
"2024/04/19";10,55;10,59;10,48
"2024/04/26";10,49;10,9;10,57
"2024/05/03";10,6;10,51;10,85
"2024/05/10";10,42;10,75;10,89
"2024/05/17";10,26;10,49;10,65
"2024/05/24";10,23;10,44;10,57
"2024/05/31";10,24;10,46;10,54
"2024/06/07";10,23;10,23;10,51
"2024/06/14";10,09;10,28;10,69
"2024/06/21";10,16;10,29;10,72
"2024/06/28";10,13;10,38;10,62
"2024/07/05";10,16;10,32;10,64
"2024/07/12";10,21;10,22;10,88
"2024/07/19";10,08;10,15;10,81
"2024/07/26";10,07;10,18;10,63
"2024/08/02";10,05;10,17;10,73
"2024/08/09";10,03;10,18;10,6
"2024/08/16";9,91;10,03;10,3
"2024/08/23";9,95;10,04;10,23
"2024/08/30";9,83;10;10,33
"2024/09/06";9,88;10,08;10,09
"2024/09/13";9,85;9,99;9,94
"2024/09/20";9,72;9,98;9,81
"2024/09/27";9,63;9,96;9,84
"2024/10/04";9,57;9,84;9,87
"2024/10/11";9,54;9,87;9,89
"2024/10/18";9,46;9,8;9,67
"2024/10/25";9,45;9,56;9,63
"2024/11/01";9,4;9,53;9,77
"2024/11/08";9,47;9,47;9,83
"2024/11/15";9,37;9,53;9,81
"2024/11/22";9,22;9,46;10,01
"2024/11/29";9,28;9,37;9,87
"2024/12/06";9,2;9,32;9,78
"2024/12/13";9,21;9,44;9,79
"2024/12/20";9,22;9,48;9,77
"2024/12/27";9,2;9,44;9,78
"2025/01/03";9,25;9,47;9,69
"2025/01/10";9,21;9,32;9,32
"2025/01/17";9,2;9,38;9,79
"2025/01/24";9,21;9,29;9,76
"2025/01/31";9,22;9,28;10,15
"2025/02/07";9,24;9,49;9,8
"2025/02/14";9,25;9,44;10,28
"2025/02/21";9,27;9,3;9,97
"2025/02/28";9,2;9,32;10,08
"2025/03/07";9,24;9,33;10,06
"2025/03/14";9,41;9,42;9,93
"2025/03/21";9,24;9,32;9,9
"2025/03/28";9,19;9,26;9,89
"2025/04/04";9,16;9,18;9,92
"2025/04/11";9,2;9,07;9,94
"2025/04/18";9,15;9,28;9,86
"2025/04/25";9,24;9,3;9,74
"2025/05/02";9,11;9,22;9,64
"2025/05/09";9,15;9,26;9,73
"2025/05/16";9,02;9,17;9,72
"2025/05/23";8,92;9,12;9,92
"2025/05/30";8,94;9,11;9,5
"2025/06/06";8,86;9,1;9,63
"2025/06/13";8,94;9,11;9,42
"2025/06/20";8,92;9,12;9,5
"2025/06/27";8,96;9,16;9,57
"2025/07/04";8,9;9,13;9,53
"2025/07/11";9,02;9,02;9,49
"2025/07/18";8,92;8,99;9,7
"2025/07/25";8,93;9,04;9,66
"2025/08/01";8,93;9,09;9,55
"2025/08/08";8,87;9,05;9,49
"2025/08/15";8,82;8,97;9,75
"2025/08/22";8,76;8,98;9,37
"2025/08/29";8,8;8,94;9,41
"2025/09/05";8,75;8,85;9,45
"2025/09/12";8,75;8,82;9,36
"2025/09/19";8,78;8,84;9,36
"2025/09/26";8,76;8,78;9,36
"2025/10/03";8,75;8,89;9,43
"2025/10/10";8,75;8,91;9,45
"2025/10/17";8,67;8,87;9,49
"2025/10/24";8,65;8,81;9,57
"2025/10/31";8,63;8,81;9,69
"2025/11/07";8,7;8,83;9,73
"2025/11/14";8,63;8,9;9,76
"2025/11/21";8,68;8,98;9,89
"2025/11/28";8,65;8,9;9,61
"2025/12/05";8,65;8,91;9,94
"2025/12/12";8,8;9,06;10,06
"2025/12/19";8,86;9,06;9,89
"2025/12/26";9;9,18;9,95
"2026/01/02";9,09;9,23;10,03
"2026/01/09";8,98;9,12;9,59
"2026/01/16";8,89;9,07;10,36
"2026/01/23";8,95;9,41;10,55
"2026/01/30";9,02;9,68;10,61
"2026/02/06";9,15;9,83;11,13
"2026/02/13";9,28;10,17;11,14
"2026/02/20";9,45;10,63;12,15
"2026/02/27";9,59;10,26;12,24
"2026/03/06";9,7;10,44;12,25
"2026/03/13";9,79;10,31;11,78
"2026/03/20";9,82;10,39;12,11
"2026/03/27";9,87;10,73;12,03
"2026/04/03";9,95;10,62;12,41
"2026/04/10";9,75;10,5;12,41
"2026/04/17";10,01;10,56;12,43
"2026/04/24";10,1;10,5;12,9
"2026/05/01";10,14;10,55;12,6
"2026/05/08";10,22;10,36;12,2
